Graveyard,Ramp,Artifact,Equipment,SliverTribal,SpellSlinger,Enchantment,LifeDrain,Deception
5bbXHagzckmt3DrsrrHVCQ,q2H89fOyUUu53fzKY4wZFQ,feOHbE9LgkeGYFqk8KFEjA,u4mAYFXehUmFPq0reDuIJw,K1zffiYtk0yvs_6xX3PveQ,Q2yabI185EeBOfg5SI2OUg,sV_Lle6fNEaOfqyqSXU1YQ,OH36JrRAjUuyCSWzUo38bA,5mF99LNt2UO4nBirGTv_6w
